date,tokenId,from,to,price
Wed Jul 12 2023 19:07:47 GMT+0900 (GMT+09:00),2335,0xc1b4bb6260e68e339cf54cc2733aeecc0f8295af,0x01a42865173ba30985ebcb978ca11b5eb7bd9208,0.012
Wed Jul 12 2023 19:07:47 GMT+0900 (GMT+09:00),5542,0x75bb02c6cb7ad16c5a6bc32a22045d84e6917691,0x01a42865173ba30985ebcb978ca11b5eb7bd9208,0.012
Wed Jul 12 2023 19:07:47 GMT+0900 (GMT+09:00),2569,0x759b3d65f0a828057d124907164814db6c967f56,0x01a42865173ba30985ebcb978ca11b5eb7bd9208,0.0119
Wed Jul 12 2023 19:07:47 GMT+0900 (GMT+09:00),1182,0x4ed3ac9f97996354beea2ec8f5131ed468339769,0x01a42865173ba30985ebcb978ca11b5eb7bd9208,0.0119
Wed Jul 12 2023 19:07:47 GMT+0900 (GMT+09:00),4810,0x2c8fe2f1d0485d531e724df52f8766a05867ac6b,0x01a42865173ba30985ebcb978ca11b5eb7bd9208,0.0115
Wed Jul 12 2023 19:07:47 GMT+0900 (GMT+09:00),2928,0xc3cbda5a16cbf78379dd622ef3c4597e1e20d187,0x01a42865173ba30985ebcb978ca11b5eb7bd9208,0.0109
Wed Jul 12 2023 19:07:47 GMT+0900 (GMT+09:00),2924,0xc3cbda5a16cbf78379dd622ef3c4597e1e20d187,0x01a42865173ba30985ebcb978ca11b5eb7bd9208,0.0109
Tue Jul 11 2023 23:57:35 GMT+0900 (GMT+09:00),2564,0x759b3d65f0a828057d124907164814db6c967f56,0x403d8b20a1db31b1dd03f1f0dd5cd834fdcb9fd1,0.0119
Tue Jul 11 2023 23:38:59 GMT+0900 (GMT+09:00),5132,0xee457bce25de6b4bd5200f46716aa0505c6e5948,0x03eeba1287dbbc6e5a10e3c916976a27ad00fe29,0.011
Tue Jul 11 2023 23:23:11 GMT+0900 (GMT+09:00),3923,0x075663923cc08b2f114a8be026175806a275b125,0x9e48a722a8b0fac1f140d6fafc9c7167d34a7891,0.0115
Tue Jul 11 2023 22:25:47 GMT+0900 (GMT+09:00),5690,0x825039e80f29d79b69e8e116ccf7f84e69caede7,0x96694b95ebbb8b916ac9663f0904a5bfbed87a91,0.011
Tue Jul 11 2023 20:57:59 GMT+0900 (GMT+09:00),7337,0x32fdb0e48e122140202a0b90d5744e2a83216b40,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.015
Tue Jul 11 2023 20:57:59 GMT+0900 (GMT+09:00),4411,0xde803f104634c08757f62f2d194c7851d3cb8d21,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.015
Tue Jul 11 2023 20:57:59 GMT+0900 (GMT+09:00),1881,0xb812d66fb8715539cd4c1d0ef3bc237f37ed5001,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.0145
Tue Jul 11 2023 19:43:47 GMT+0900 (GMT+09:00),6235,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0x438c190f7ab2e956ac63d294061c569710e87352,0.0109
Tue Jul 11 2023 19:09:59 GMT+0900 (GMT+09:00),5905,0x236a21e7ce1490022598379bdd3ff6c627a71b23,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.0245
Tue Jul 11 2023 19:09:59 GMT+0900 (GMT+09:00),5903,0x9706776796f61ba3d7970afafbfe10591c16c082,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.015
Tue Jul 11 2023 19:09:59 GMT+0900 (GMT+09:00),2522,0xc7a2174a7fb001401f8f133114e609d0e30ac35b,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.015
Tue Jul 11 2023 19:09:59 GMT+0900 (GMT+09:00),1875,0x4429f74288a8d955b233c4e86bd5f6dd4f880bd5,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.0148
Tue Jul 11 2023 19:09:59 GMT+0900 (GMT+09:00),2249,0x4f0e7da99223ea377595b329be3ffc732f33df9f,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.012
Tue Jul 11 2023 19:09:59 GMT+0900 (GMT+09:00),1326,0x330327903c8779518e367527aad0f739f4ebfe67,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.012
Tue Jul 11 2023 19:09:59 GMT+0900 (GMT+09:00),2248,0x4f0e7da99223ea377595b329be3ffc732f33df9f,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.012
Tue Jul 11 2023 17:37:23 GMT+0900 (GMT+09:00),5765,0x93cf1eab24e5208934167df5b2fa21be4c4150a1,0xd178de65d332e00d2b7bcde44f08b5997e00ecbf,0.0108
Tue Jul 11 2023 16:29:59 GMT+0900 (GMT+09:00),6235,0x385eaf6fac903b857ebaa49173ed296281d373d6,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0.0086
Tue Jul 11 2023 13:30:59 GMT+0900 (GMT+09:00),2159,0x9bf85b9fe34cfd4d216c2809f020b6cbc819b0c1,0x1a3326bf12589ee53b3f796c9d376ea3df60d459,0.0105
Tue Jul 11 2023 12:29:23 GMT+0900 (GMT+09:00),1878,0xb812d66fb8715539cd4c1d0ef3bc237f37ed5001,0x9750f54ecd8673ba927db303d4de64b11d043396,0.0115
Tue Jul 11 2023 10:40:47 GMT+0900 (GMT+09:00),5687,0x825039e80f29d79b69e8e116ccf7f84e69caede7,0xc1b4bb6260e68e339cf54cc2733aeecc0f8295af,0.011
Tue Jul 11 2023 08:19:11 GMT+0900 (GMT+09:00),4040,0xeabb8945bf334c05144a13df75eb76d047a7eebd,0xf15b2d971b9b320d931b5264df47af3b4db82981,0.0143
Tue Jul 11 2023 08:19:11 GMT+0900 (GMT+09:00),1876,0xb812d66fb8715539cd4c1d0ef3bc237f37ed5001,0xf15b2d971b9b320d931b5264df47af3b4db82981,0.0135
Tue Jul 11 2023 08:19:11 GMT+0900 (GMT+09:00),3916,0x075663923cc08b2f114a8be026175806a275b125,0xf15b2d971b9b320d931b5264df47af3b4db82981,0.0115
Tue Jul 11 2023 08:19:11 GMT+0900 (GMT+09:00),2160,0x9bf85b9fe34cfd4d216c2809f020b6cbc819b0c1,0xf15b2d971b9b320d931b5264df47af3b4db82981,0.0105
Mon Jul 10 2023 21:23:35 GMT+0900 (GMT+09:00),5117,0xc5b795f8cb4d0639012f5aad20e1e56e9024f7a1,0xbe79e5310684281526b9d4b97c372f01962a7f66,0.025
Mon Jul 10 2023 17:02:23 GMT+0900 (GMT+09:00),2875,0xbfe33fa265af9b73441b37a05c7d48b2fcf37d88,0xb6e458e460be970aa5ca3fea1857e28ad3874619,0.0105
Mon Jul 10 2023 12:54:59 GMT+0900 (GMT+09:00),5691,0x825039e80f29d79b69e8e116ccf7f84e69caede7,0x5ae2d4dab5881fbf2a5dcd3ccdcf5190cf69293b,0.011
Mon Jul 10 2023 11:42:59 GMT+0900 (GMT+09:00),3918,0x075663923cc08b2f114a8be026175806a275b125,0xa961a6375dbe7b14df4f0cd426552c5a7709efb9,0.0115
Mon Jul 10 2023 11:42:59 GMT+0900 (GMT+09:00),3922,0x075663923cc08b2f114a8be026175806a275b125,0xa961a6375dbe7b14df4f0cd426552c5a7709efb9,0.0115
Mon Jul 10 2023 11:42:59 GMT+0900 (GMT+09:00),3921,0x075663923cc08b2f114a8be026175806a275b125,0xa961a6375dbe7b14df4f0cd426552c5a7709efb9,0.0115
Mon Jul 10 2023 10:03:47 GMT+0900 (GMT+09:00),2864,0xbfe33fa265af9b73441b37a05c7d48b2fcf37d88,0x7d442652eed3de3a8f2af857e652bd303e57b317,0.0105
Mon Jul 10 2023 09:04:35 GMT+0900 (GMT+09:00),2396,0x2e6dec815b18b9942322d99a3460c8b82490e566,0x4f6c919a4dc3d5870c51a05762a7088f5943cb45,0.0105
Mon Jul 10 2023 08:59:11 GMT+0900 (GMT+09:00),7343,0x9a0973bd014501d86020c7137c945f376cc9ccd8,0x4f6c919a4dc3d5870c51a05762a7088f5943cb45,0.0165
Sun Jul 09 2023 07:17:47 GMT+0900 (GMT+09:00),3936,0xd7c1c093c17891b262dfc9b26d40bfa29daff1de,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.015
Sun Jul 09 2023 07:17:47 GMT+0900 (GMT+09:00),3747,0xdcdc6a8f463faecd159da6da6e54ac0d1f023d29,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.014
Sun Jul 09 2023 07:17:47 GMT+0900 (GMT+09:00),2566,0x759b3d65f0a828057d124907164814db6c967f56,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.0119
Sun Jul 09 2023 07:17:47 GMT+0900 (GMT+09:00),1185,0x4ed3ac9f97996354beea2ec8f5131ed468339769,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.0119
Sat Jul 08 2023 19:23:35 GMT+0900 (GMT+09:00),4834,0xf78871916cfa6f1887fb5e75563c541413ea0b95,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.011
Sat Jul 08 2023 19:23:35 GMT+0900 (GMT+09:00),5688,0x825039e80f29d79b69e8e116ccf7f84e69caede7,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.011
Sat Jul 08 2023 19:23:35 GMT+0900 (GMT+09:00),6219,0x7296344e96596541c6f555ebb1d5992ca071c220,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.0105
Sat Jul 08 2023 16:29:47 GMT+0900 (GMT+09:00),5689,0x825039e80f29d79b69e8e116ccf7f84e69caede7,0xbca95ece2f18b84cdc07efeed1760f7ff7d2d6e6,0.011
Sat Jul 08 2023 14:12:47 GMT+0900 (GMT+09:00),3664,0xd38edf9d64ac62ed5bd6cf42a62cea3aadd6196b,0x68e7b847a4444439fac19609247178b39d286f33,0.011
Fri Jul 07 2023 14:59:11 GMT+0900 (GMT+09:00),1886,0xd287682f24cebeb2eee2dfe5569047d6f6f03e5e,0x73fe6c7b7e7c9d8089bf27ef43903022b7528624,0.0115
Tue Jul 04 2023 17:48:23 GMT+0900 (GMT+09:00),4202,0x3458872b902432245d1840e8cdde55e795ebd1a5,0x6a400fbdbf0aa287919248f75f8cc339269e5a21,0.013
Tue Jul 04 2023 14:51:23 GMT+0900 (GMT+09:00),2568,0x759b3d65f0a828057d124907164814db6c967f56,0x117c2cc2000e8a98a2ca2511ba8299bc6d8dc9be,0.0119
Tue Jul 04 2023 14:51:23 GMT+0900 (GMT+09:00),3648,0xfa1ae12408ff4a042f5eca1d5efa39182243cd4c,0x117c2cc2000e8a98a2ca2511ba8299bc6d8dc9be,0.0118
Tue Jul 04 2023 14:51:23 GMT+0900 (GMT+09:00),3646,0xfa1ae12408ff4a042f5eca1d5efa39182243cd4c,0x117c2cc2000e8a98a2ca2511ba8299bc6d8dc9be,0.0118
Mon Jul 03 2023 10:59:47 GMT+0900 (GMT+09:00),2567,0x759b3d65f0a828057d124907164814db6c967f56,0x119a468dea5fa18e676587a6cf8e0cb4898cbab9,0.0119
Mon Jul 03 2023 10:59:47 GMT+0900 (GMT+09:00),2565,0x759b3d65f0a828057d124907164814db6c967f56,0x119a468dea5fa18e676587a6cf8e0cb4898cbab9,0.0119
Sun Jul 02 2023 23:46:35 GMT+0900 (GMT+09:00),4203,0x3458872b902432245d1840e8cdde55e795ebd1a5,0xc3cbda5a16cbf78379dd622ef3c4597e1e20d187,0.02
Sun Jul 02 2023 20:29:35 GMT+0900 (GMT+09:00),5692,0x825039e80f29d79b69e8e116ccf7f84e69caede7,0x307487fc175c894f2186778ce52d9b6e5d6ad9c9,0.0118
Sun Jul 02 2023 10:07:59 GMT+0900 (GMT+09:00),1655,0x6b61cd47b4563a2016caa8d8b09e95d4f3296e50,0x68e7b847a4444439fac19609247178b39d286f33,0.011
Sat Jul 01 2023 18:31:11 GMT+0900 (GMT+09:00),4099,0xe8f2754fbf84db99d1b94fe3507809469e01d6a3,0xcfecb43af25b77e7bbfadd37fb3f741347e3b073,0.0129
Sat Jul 01 2023 11:37:35 GMT+0900 (GMT+09:00),3193,0x63986ea6e5a4034e83fbe01d31ab31f989dc36a5,0x438c190f7ab2e956ac63d294061c569710e87352,0.03
Sat Jul 01 2023 09:49:35 GMT+0900 (GMT+09:00),4407,0xde803f104634c08757f62f2d194c7851d3cb8d21,0xdad986c16f28690d4af42df34b0cec0fca92230f,0.015
Sat Jul 01 2023 00:12:23 GMT+0900 (GMT+09:00),1281,0x77ab24ea6b17934ebe6f037a0554bc2b140c8ee5,0x963d41250782c4df8783473e858e44eb4cc62265,0.02
Fri Jun 30 2023 10:18:23 GMT+0900 (GMT+09:00),6036,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.0138
Fri Jun 30 2023 10:18:23 GMT+0900 (GMT+09:00),3162,0x1b74a6249b2981cd4d4210c2584c5736e9fcf662,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.013
Fri Jun 30 2023 10:18:23 GMT+0900 (GMT+09:00),6037,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.0129
Fri Jun 30 2023 06:52:35 GMT+0900 (GMT+09:00),4296,0xfb41fcbc27b8878f2afd0c40c2e2f50074342580,0xbbe520f6fda020f8af43cae1ef74bb217de49f22,0.0125
Fri Jun 30 2023 06:43:35 GMT+0900 (GMT+09:00),6038,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0x7c61c36cd468b5046b4488e4c8601cf50ab7df70,0.0124
Thu Jun 29 2023 15:57:23 GMT+0900 (GMT+09:00),3628,0x37775cff6ce8b30bc2cbab4daa1bb42d4843eeff,0x68e7b847a4444439fac19609247178b39d286f33,0.011
Thu Jun 29 2023 15:56:11 GMT+0900 (GMT+09:00),3627,0x37775cff6ce8b30bc2cbab4daa1bb42d4843eeff,0x68e7b847a4444439fac19609247178b39d286f33,0.011
Thu Jun 29 2023 14:46:23 GMT+0900 (GMT+09:00),6038,0x37443d8a794483b7c1c0ab081b664969c9717406,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0.0111
Thu Jun 29 2023 14:43:47 GMT+0900 (GMT+09:00),6037,0x37443d8a794483b7c1c0ab081b664969c9717406,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0.0111
Thu Jun 29 2023 14:42:11 GMT+0900 (GMT+09:00),6036,0x37443d8a794483b7c1c0ab081b664969c9717406,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0.0111
Thu Jun 29 2023 03:25:47 GMT+0900 (GMT+09:00),2256,0x4f0e7da99223ea377595b329be3ffc732f33df9f,0x778ec8f568dee2d96d1e55b622840020bb18ef02,0.014
Wed Jun 28 2023 20:16:23 GMT+0900 (GMT+09:00),4913,0x533949872ba3460d5a5366d9cf57505d68e73982,0x438c190f7ab2e956ac63d294061c569710e87352,0.019
Wed Jun 28 2023 13:23:59 GMT+0900 (GMT+09:00),4077,0xb6a5df27b6866ddff056c3297a66e409223051bc,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.03
Wed Jun 28 2023 10:23:23 GMT+0900 (GMT+09:00),7365,0x058c5c06d839292993cd6842628c8c4a5add5f88,0x8a04de446d1bbfa3f8f6c41442aa62c719157ef8,0.0139
Wed Jun 28 2023 10:21:11 GMT+0900 (GMT+09:00),4639,0x7f97b481951c629e27dee9c6de46e0674ed35b58,0x8a04de446d1bbfa3f8f6c41442aa62c719157ef8,0.0132
Wed Jun 28 2023 06:29:47 GMT+0900 (GMT+09:00),7361,0x058c5c06d839292993cd6842628c8c4a5add5f88,0xc7f3d1ad3d6fa138e0536105e436ca7898778741,0.0139
Wed Jun 28 2023 05:37:11 GMT+0900 (GMT+09:00),3928,0x9102672a75cdeec88e67a3f1daa8982c26a491d4,0x01752ea19fd116695a1af18895fb75c5a99ee4e0,0.0135
Tue Jun 27 2023 22:16:59 GMT+0900 (GMT+09:00),2255,0x4f0e7da99223ea377595b329be3ffc732f33df9f,0x307487fc175c894f2186778ce52d9b6e5d6ad9c9,0.014
Tue Jun 27 2023 20:29:35 GMT+0900 (GMT+09:00),7366,0x058c5c06d839292993cd6842628c8c4a5add5f88,0x7c61c36cd468b5046b4488e4c8601cf50ab7df70,0.0139
Tue Jun 27 2023 09:25:47 GMT+0900 (GMT+09:00),6043,0x1bde49730233aa5f41760a37fc5054a4d9896149,0x2f22f3cc42ee4bc32b9d69863e596ffa23f77bca,0.02
Tue Jun 27 2023 09:25:47 GMT+0900 (GMT+09:00),2253,0x4f0e7da99223ea377595b329be3ffc732f33df9f,0x2f22f3cc42ee4bc32b9d69863e596ffa23f77bca,0.02
Tue Jun 27 2023 09:25:47 GMT+0900 (GMT+09:00),2871,0xbfe33fa265af9b73441b37a05c7d48b2fcf37d88,0x2f22f3cc42ee4bc32b9d69863e596ffa23f77bca,0.018
Tue Jun 27 2023 09:25:47 GMT+0900 (GMT+09:00),6051,0xcfdd6cb5aea4c6da545efe9201bc8c3ae959aa79,0x2f22f3cc42ee4bc32b9d69863e596ffa23f77bca,0.015
Tue Jun 27 2023 09:11:11 GMT+0900 (GMT+09:00),3099,0x54105ea638e900f80f3444a1562a92d1a29db1aa,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.025
Tue Jun 27 2023 09:11:11 GMT+0900 (GMT+09:00),2867,0xbfe33fa265af9b73441b37a05c7d48b2fcf37d88,0x3157840cf99c8fbd0f8209f52aba0ab9a88f155d,0.02
Tue Jun 27 2023 06:45:11 GMT+0900 (GMT+09:00),2779,0x865719c9735cca9e8f3a3d531fec09d40e67a440,0x481eb3fd37bea8c97482f55c81c9c5cac9085db0,0.014
Tue Jun 27 2023 06:43:11 GMT+0900 (GMT+09:00),3927,0x9102672a75cdeec88e67a3f1daa8982c26a491d4,0x01752ea19fd116695a1af18895fb75c5a99ee4e0,0.0138
Mon Jun 26 2023 18:28:59 GMT+0900 (GMT+09:00),3935,0xd7c1c093c17891b262dfc9b26d40bfa29daff1de,0x307487fc175c894f2186778ce52d9b6e5d6ad9c9,0.015
Mon Jun 26 2023 18:13:59 GMT+0900 (GMT+09:00),3656,0x7f97b481951c629e27dee9c6de46e0674ed35b58,0x198e19c0821563d1dfe13eec92550d99732bb354,0.01432
Mon Jun 26 2023 12:59:11 GMT+0900 (GMT+09:00),5888,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.0144
Mon Jun 26 2023 12:58:23 GMT+0900 (GMT+09:00),3929,0x9102672a75cdeec88e67a3f1daa8982c26a491d4,0x9530cb8f422b9d652a2beac182d0276814ddcf7a,0.0142
Sun Jun 25 2023 17:57:47 GMT+0900 (GMT+09:00),5018,0x691494baadb61e45ec6cd6007a77c304a66d016e,0xf2d49d49e261a40da06f035126441c6b52e6b324,0.015
Sun Jun 25 2023 17:00:59 GMT+0900 (GMT+09:00),3271,0x8c529a77713348e7ef0eeffefbe42dcec8f90296,0x47f684df4d9accdc62e7d920c143283008f5eeab,0.015
Sat Jun 24 2023 23:28:47 GMT+0900 (GMT+09:00),4746,0x5ed0cb5f507cf82f5a1b84e715b040fa361c433b,0xfe4be01da4fbfd47650eb2c7bd37d09607d1337f,0.016
Sat Jun 24 2023 19:33:11 GMT+0900 (GMT+09:00),2401,0x2e6dec815b18b9942322d99a3460c8b82490e566,0x7d442652eed3de3a8f2af857e652bd303e57b317,0.0148
Sat Jun 24 2023 16:23:35 GMT+0900 (GMT+09:00),3418,0xaf1f4ce53eecf3e6ca515523a7e28d33478b4af6,0x5af59782cf4a5323ff473b7defdff0d1f4fea3a9,0.02
Sat Jun 24 2023 16:23:35 GMT+0900 (GMT+09:00),4477,0x4e5647b00bb6ded2d0b0eeaecaf9221d3b294e92,0x5af59782cf4a5323ff473b7defdff0d1f4fea3a9,0.015
Sat Jun 24 2023 16:23:35 GMT+0900 (GMT+09:00),1802,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0x5af59782cf4a5323ff473b7defdff0d1f4fea3a9,0.0147
Sat Jun 24 2023 13:14:11 GMT+0900 (GMT+09:00),5888,0xa9b2d28d4eeebb29c6b07b34a21e5496a4767511,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0.0121
Sat Jun 24 2023 11:16:35 GMT+0900 (GMT+09:00),3882,0x9d973e91b2e787023038b6f2032a98a19b67236f,0x240b413d83d66fad7c1f6c8af305f308ffc0bea4,0.015
Sat Jun 24 2023 10:40:59 GMT+0900 (GMT+09:00),1800,0x640e27e8045748fae8077fbd32cd62f2ddf50f05,0x490b9e5ecad355efcb63461878537186771c9c29,0.013
Sat Jun 24 2023 09:28:47 GMT+0900 (GMT+09:00),1802,0x640e27e8045748fae8077fbd32cd62f2ddf50f05,0xf179b80c4699c7e2b97daa8ab20a91c9e952a98c,0.0121
Sat Jun 24 2023 09:07:23 GMT+0900 (GMT+09:00),3885,0x9d973e91b2e787023038b6f2032a98a19b67236f,0xe81ffd52a890c57e7c669668113f33982ff39a09,0.02
Fri Jun 23 2023 12:30:11 GMT+0900 (GMT+09:00),2502,0x00dae485dd6106e494cf29ed76ec0f0c7c4eb5bb,0x92ecfd381b558774e1495f5be6ba149754e2ab62,0.015
Thu Jun 22 2023 08:52:47 GMT+0900 (GMT+09:00),4149,0xb56cec27536666b3f1a334428ac9c0c9532bb56f,0xa1a45a2b5fcdcdc590f5203d194e563ae6742e32,0.013
Tue Jun 20 2023 15:49:47 GMT+0900 (GMT+09:00),4345,0x1824a6f56777485fac2ccffb8d4417dbf1198884,0x55e0174cde9899e603320affdf5048d5ff1eccaa,0.016
Tue Jun 20 2023 07:19:11 GMT+0900 (GMT+09:00),3917,0x075663923cc08b2f114a8be026175806a275b125,0x119a468dea5fa18e676587a6cf8e0cb4898cbab9,0.02
Mon Jun 19 2023 21:16:23 GMT+0900 (GMT+09:00),2399,0x2e6dec815b18b9942322d99a3460c8b82490e566,0x55e0174cde9899e603320affdf5048d5ff1eccaa,0.016
Mon Jun 19 2023 21:07:47 GMT+0900 (GMT+09:00),3920,0x075663923cc08b2f114a8be026175806a275b125,0xe81ffd52a890c57e7c669668113f33982ff39a09,0.016
Mon Jun 19 2023 20:21:23 GMT+0900 (GMT+09:00),3914,0x075663923cc08b2f114a8be026175806a275b125,0x2b3daa9f2cb2c0a320cbcefd6c3017e108152815,0.016
Mon Jun 19 2023 20:21:23 GMT+0900 (GMT+09:00),3919,0x075663923cc08b2f114a8be026175806a275b125,0x2b3daa9f2cb2c0a320cbcefd6c3017e108152815,0.016
Mon Jun 19 2023 12:51:11 GMT+0900 (GMT+09:00),2510,0x10977aabad002ff9c805b30f417bbe79ca7e4ec1,0xc3cbda5a16cbf78379dd622ef3c4597e1e20d187,0.019
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),2664,0x97ec8b90856649a0b61d09e2151b869635012724,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.017
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),6208,0x4776f0a480ca14404a52f7b04662840745bb9617,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.016
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),5857,0x32fdb0e48e122140202a0b90d5744e2a83216b40,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.0155
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),3745,0xdcdc6a8f463faecd159da6da6e54ac0d1f023d29,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.0155
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),5906,0x236a21e7ce1490022598379bdd3ff6c627a71b23,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.0154
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),5168,0xb5c40b3b119f091e97e3ecff68ce0763111a010b,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.015
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),5169,0xb5c40b3b119f091e97e3ecff68ce0763111a010b,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.015
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),4870,0xf185b303775958c93acffa1231a8d14b38c049ac,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.015
Mon Jun 19 2023 12:27:47 GMT+0900 (GMT+09:00),2793,0x6f3f3db4de0d010d534f0901d4778670025e2cac,0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79,0.015
Mon Jun 19 2023 11:25:11 GMT+0900 (GMT+09:00),3744,0xdcdc6a8f463faecd159da6da6e54ac0d1f023d29,0x7c61c36cd468b5046b4488e4c8601cf50ab7df70,0.015
